primerid,logFC,pvalue,padj,regulation
FAM73B,-0.026451320282774,0.544633866198403,0.818739059764005,stable
CAB39L,-0.0264605064546442,0.212086463319369,0.531066175337498,stable
SENP7,-0.0264730895188226,0.808720867285398,0.942219211134868,stable
ARSD,-0.02650229468661,0.738709662491228,0.914151337749825,stable
TMEM175,-0.026506831332291,0.732676567405023,0.912598161805482,stable
RAPGEF5,-0.0265155757977297,0.24740487052233,0.572185414451699,stable
TAF2,-0.0265385661122925,0.721512869521241,0.907570829082903,stable
SLC6A13,-0.0265402075534295,0.509100174579569,0.79570905690585,stable
CECR2,-0.026558441338136,0.314141304453143,0.642580874436951,stable
KL,-0.0265688419097345,0.496901661172285,0.788028789072394,stable
KLHL22,-0.0265718396544115,0.565746613232008,0.829417917983697,stable
SUFU,-0.0265738004783846,0.384526608560362,0.703555345463533,stable
ZNF823,-0.0265817315060068,0.526260233167128,0.807760558793944,stable
NR2C2AP,-0.0266024559860759,0.655968339306416,0.875147121859555,stable
ERLIN1,-0.0266050213427729,0.704544788691363,0.898832978301484,stable
BAG4,-0.026613568409139,0.765174334645977,0.92419819740977,stable
CSRNP3,-0.0266227362325258,0.327992947169928,0.65456755182582,stable
C10orf10,-0.0266246939564823,0.505056130715488,0.792545881435423,stable
KIAA0141,-0.026638004989379,0.826191325798579,0.947674089008335,stable
ZNF836,-0.0266713372280567,0.0541913249041106,0.257256215777805,stable
CFI,-0.0266790668848074,0.826910697921147,0.948143360978154,stable
PPP2R3B,-0.0266829648723914,0.315720338600391,0.644256820421694,stable
FOXO4,-0.0267177935152627,0.272903978024932,0.600644261320988,stable
MTMR9,-0.0267301541354923,0.753646686708113,0.919877892992509,stable
TMEM70,-0.0267406226471858,0.741213593846709,0.915396541845036,stable
FRK,-0.026741054300413,0.563580095891822,0.828421745753881,stable
WDR48,-0.0267497773869206,0.422420436262102,0.733678659789562,stable
P2RY11,-0.0267500238709334,0.139432535812096,0.432482955085529,stable
FLAD1,-0.0267520422220259,0.804525272211667,0.940022646483982,stable
PIP5KL1,-0.0267527156897099,0.173501400593915,0.483998430136927,stable
GAB3,-0.0267535210810951,0.331879277789697,0.657646866264888,stable
MAGEH1,-0.0267602576778109,0.616278699656533,0.857041049442714,stable
MYL5,-0.0267727124066308,0.202453911474298,0.52034675019741,stable
USP31,-0.0267791872684793,0.61242957041456,0.854800076358481,stable
BACH1,-0.0267986597615859,0.673054077755247,0.883433162942138,stable
ABHD15,-0.0268121937067248,0.441663232581554,0.746683977123816,stable
PPAP2B,-0.0268188692665415,0.458770499363079,0.761976057798516,stable
FADS1,-0.0268273319524497,0.576987733787977,0.834883766314422,stable
ARNT,-0.0268407855412486,0.327143604718118,0.653950553540892,stable
ZNFX1,-0.0268658640111536,0.8381368029011,0.951210270385,stable
C1GALT1,-0.0269642110552706,0.770229331041077,0.926154174960272,stable
ABHD10,-0.0269847165563081,0.45331084942544,0.757314722342022,stable
ABCC10,-0.0269919855539982,0.462454923963094,0.764132061438884,stable
S1PR4,-0.0269998856022201,0.623336691871851,0.859952151589569,stable
MTFP1,-0.0270237886575398,0.4283308427131,0.737764720491044,stable
CIRH1A,-0.027027812310274,0.0640973096879247,0.285125732760259,stable
FAM167A,-0.0270447832660048,0.918647498554611,0.977573091781373,stable
LGMN,-0.0270583898753582,0.907967579042443,0.974780926435334,stable
EAPP,-0.0270804504978474,0.345594706648366,0.670350633778106,stable
PRRT3,-0.027082393782638,0.105452966906327,0.377365127427567,stable
KLF12,-0.027088146824789,0.592419538017042,0.841892910965305,stable
AKIRIN2,-0.0271241389175024,0.755681317756925,0.920542503618967,stable
SVIL,-0.0271319306681855,0.841700685077963,0.95233574207951,stable
TRNAU1AP,-0.0271419216917735,0.832851542549781,0.950226706397416,stable
YBEY,-0.027176857500005,0.645007694222402,0.868727859649034,stable
TTI1,-0.0271854710075226,0.562399861340788,0.828006002717924,stable
TMEM91,-0.027213082035694,0.423947429927819,0.73518703127219,stable
PTAR1,-0.0272534682591586,0.373976253858188,0.69430058217434,stable
PCSK9,-0.027253627357547,0.542876470451231,0.81836502340558,stable
ZNF584,-0.0272544899741149,0.287960482201669,0.615538311052907,stable
LONRF3,-0.0272846653564029,0.469005191161807,0.769236476152143,stable
CLCN4,-0.0273021124897719,0.612971854322313,0.854962874317199,stable
DGCR8,-0.027302729729319,0.724999647502633,0.909243427831352,stable
RASEF,-0.0273437615100232,0.792632615644034,0.934088567589968,stable
ZNF136,-0.0273452515618569,0.461598117802071,0.763748699514417,stable
ZNF77,-0.0273456568802455,0.244996165072029,0.570227174760183,stable
GXYLT1,-0.0273823516220533,0.758549052988156,0.921994990924452,stable
CYP2S1,-0.0274091289005735,0.0513605911477447,0.24953571788157,stable
ZNF117,-0.0274272081959378,0.307389995255418,0.635577689783869,stable
GNB5,-0.0274321860539272,0.686371968456368,0.888988383635464,stable
PARD3B,-0.0274388293436769,0.672983874041333,0.883433162942138,stable
HECTD2,-0.027448319738872,0.34941256228971,0.673581935818446,stable
CCDC171,-0.0274490001344301,0.298255825838186,0.625643505683987,stable
GALNT13,-0.0274518728051462,0.365427326635402,0.687228252429407,stable
DNAJC18,-0.0274572300749941,0.56889024332364,0.831418665738825,stable
GRPEL2,-0.0274620107628209,0.532345009712208,0.811148359393756,stable
CASP7,-0.0274967458459565,0.775811817328694,0.927859368383523,stable
ZNF780A,-0.0275022869016374,0.178901620295737,0.491097127191441,stable
COG7,-0.0275289289364461,0.46000889895335,0.762711165313481,stable
TOB1,-0.0275374732606932,0.88121765724695,0.968669503691789,stable
UBA5,-0.027542270069979,0.511205202240227,0.797015899979533,stable
LMO4,-0.0275500953363519,0.78881869448311,0.932826370505252,stable
TTLL3,-0.0275765273920058,0.783912974277258,0.930887137902195,stable
C14orf79,-0.0276061875231108,0.674557446338542,0.884172230757275,stable
ALAD,-0.0276063349674851,0.61829797995659,0.857964275527456,stable
ZNF844,-0.0276070911840263,0.503149428571576,0.79172707609185,stable
C1orf172,-0.0276119700702325,0.799852772142706,0.937759772710031,stable
NNMT,-0.0276211611378051,0.12581914465131,0.411563613652026,stable
RAB8B,-0.0276330960319823,0.464033066113935,0.765601322739471,stable
LAGE3,-0.0276480830575143,0.713289110422643,0.904054146076122,stable
VCPKMT,-0.0276517114908734,0.494502359022569,0.786136990151962,stable
IRX1,-0.027654071556099,0.833586116672327,0.950226706397416,stable
FAM211B,-0.0276568446990053,0.723707852119124,0.908382641423833,stable
TCHP,-0.0276628508219805,0.686154743735672,0.888988383635464,stable
CHERP,-0.0276665158735408,0.751084820730077,0.918769223316768,stable
ZNF354A,-0.0276693389847385,0.548221147685748,0.821256778101788,stable
PDZD8,-0.0277049856802709,0.484534214913074,0.780776591724244,stable
MDM1,-0.0277276317221879,0.277104691050643,0.605455141238369,stable
PPP1R15B,-0.0277384969662278,0.688141423271189,0.889859384117954,stable
BASP1,-0.0277409357356693,0.397271277202327,0.713104859401064,stable
SLC39A8,-0.0277593880101423,0.937814422055622,0.982392143444353,stable
DAK,-0.0277750798267966,0.630125603802396,0.862608333480736,stable
COPS6,-0.027790422417223,0.841068624928899,0.952151274924991,stable
FBXW8,-0.0278394543763909,0.0303226855387403,0.183538519872474,stable
SLC12A8,-0.027841205526592,0.687783508862075,0.889859384117954,stable
SERPINF2,-0.0278465586660888,0.218034937450481,0.538538697755531,stable
SMC5-AS1,-0.027849270368282,0.229398628513705,0.5517845011711,stable
TNFAIP3,-0.027850080970652,0.468659456656632,0.768978952774586,stable
PLXDC2,-0.027866407362659,0.195823135744133,0.512389022000203,stable
PRR3,-0.0278843113519232,0.404345682457357,0.718836709821985,stable
UBTD1,-0.0278855673362124,0.510092217542416,0.796648430719112,stable
RNF103,-0.0278983113983458,0.798712283701372,0.937352050303914,stable
ENTPD3,-0.0279179473871885,0.0451600838848067,0.234410558559608,stable
USPL1,-0.0279196513439631,0.58138929358541,0.838060755728034,stable
POLM,-0.0279256351655092,0.488466799347564,0.783289801288813,stable
WDR45,-0.0279273929499909,0.869333667285388,0.963089971805019,stable
ZNF260,-0.0279286070534302,0.524211787686569,0.806642106329383,stable
EPB41L2,-0.0279326178593434,0.235997970242534,0.559294142738412,stable
PRKAR2A,-0.0279334896090906,0.892634738541167,0.971559378752686,stable
MIEF1,-0.027935089933719,0.685606287557007,0.888988383635464,stable
OXSM,-0.0279385850275059,0.010858182653948,0.0948074462584713,stable
KIAA1919,-0.0279558001929332,0.390600229763713,0.707257770497945,stable
CEP57,-0.0279691131827455,0.724733874985381,0.909003374494285,stable
CXCL3,-0.0279815292755623,0.50312808544266,0.79172707609185,stable
C11orf35,-0.0280100245534345,0.236648701275772,0.55930073959766,stable
TTC27,-0.0280121193383241,0.227325641923615,0.549329966393283,stable
ZMYND15,-0.0280198777331549,0.348598541769592,0.673079856988073,stable
GOT2,-0.0280547796120955,0.682141388766029,0.887169287807881,stable
MOB1A,-0.0280956597068764,0.896479384068098,0.971934722026468,stable
KDM7A,-0.0281336941705391,0.745111643645616,0.916619010041884,stable
MEN1,-0.02813682353566,0.342809129489863,0.667808573527344,stable
DUSP16,-0.0281408875918267,0.783611752577918,0.9306198448958,stable
FKRP,-0.028156809134592,0.584696746161421,0.838798737431978,stable
SAP30L,-0.0281608300358992,0.674070578125825,0.884050558639599,stable
RBKS,-0.0281653372104878,0.160410942880377,0.464549482532511,stable
CYTH2,-0.0281740031909655,0.375945682603865,0.695427883337824,stable
RBM4,-0.0281887523141962,0.53297278356044,0.811349483783577,stable
C12orf5,-0.0282105291584131,0.572219906943016,0.833547160160415,stable
PDK2,-0.028212280648783,0.534294103254988,0.811935743186098,stable
PALB2,-0.0282200506032777,0.345336688449744,0.670245219618959,stable
EXO5,-0.0282206383433442,0.302826052208284,0.630457956497708,stable
LINC03040,-0.0282219408554551,0.230027419830714,0.552507411996835,stable
DCK,-0.0282254351872518,0.592716272818775,0.841934156250598,stable
WDR41,-0.028238598335431,0.53025789107918,0.810426031409126,stable
GALK2,-0.0282479959052474,0.69955848880432,0.89603268202865,stable
GLT8D1,-0.028255179622462,0.674441927804641,0.884172230757275,stable
CSGALNACT2,-0.0282573301722361,0.680687686521138,0.886767665460739,stable
SMARCAL1,-0.0282635676223627,0.468297988389335,0.768798631489556,stable
RAB11FIP3,-0.0282687413600155,0.576385726274212,0.834883766314422,stable
NAA35,-0.0282865178485411,0.377843820145083,0.697296777817936,stable
ANAPC1,-0.0282901418700635,0.692983616136038,0.892755406289541,stable
MED7,-0.0282971740720475,0.725844207937564,0.909594301829887,stable
HLCS,-0.0282972419825232,0.283937726397562,0.611388896861687,stable
C1QA,-0.0283011512159887,0.106420067675143,0.378823211200043,stable
SLC35D1,-0.0283020835704593,0.234068532100311,0.55698924204676,stable
IL17RC,-0.0283147459509146,0.800386045274804,0.937785777574927,stable
CCDC88C,-0.0283254873021401,0.110517362834776,0.385219345107586,stable
GOLGA6L4,-0.028381032918333,0.277957131482378,0.605767155507325,stable
SENP3,-0.0283833564865138,0.169702228215768,0.478864274632859,stable
PXN-AS1,-0.0283947950785261,0.365836686521249,0.687574977865275,stable
TNK2,-0.0283997545540314,0.694638107989308,0.89353427676116,stable
HELZ2,-0.0284326713259164,0.639247851471139,0.866153402189148,stable
ADCK3,-0.02843400058557,0.683607555334583,0.888224782781669,stable
SLC38A6,-0.0284386009336242,0.217769649900468,0.538344987981092,stable
EEF1AKNMT,-0.028441791355702,0.62101833823046,0.858881252534303,stable
THTPA,-0.0284467847053936,0.457668828006115,0.760955352767513,stable
METTL2B,-0.0284467912132539,0.630849014579204,0.862725441947633,stable
IQCG,-0.0284520519512991,0.397901679990459,0.713613892416174,stable
MLF1,-0.0285237840642869,0.426572208859292,0.736747596663522,stable
CDK5RAP2,-0.0285407981956302,0.626663894613545,0.860557234103336,stable
IQCH-AS1,-0.0285566559613129,0.373438147707752,0.693965934566672,stable
ZNF841,-0.0285587101528243,0.281404302334922,0.608937190961601,stable
MVP-DT,-0.028564502339011,0.367726252521881,0.688642611113609,stable
SEC61A2,-0.0285656459368916,0.0576483904024973,0.267334569150276,stable
IL1R1,-0.0285892837114118,0.735482278572087,0.912858718967692,stable
C6orf57,-0.0286119412231858,0.435633491448048,0.742496346829467,stable
SIRT6,-0.0286148099880558,0.64126516464814,0.867166685063356,stable
AKAP6,-0.0286159026924572,0.385852531265441,0.704175261456782,stable
COIL,-0.0286171859446144,0.416581306796341,0.728823514280589,stable
PEX6,-0.0286259485123513,0.474638789389609,0.772979557886834,stable
TMEM123,-0.0286465150796968,0.70174957987646,0.896952545720491,stable
PDE4A,-0.0286608114009787,0.745696878596594,0.916646299301571,stable
SLC43A2,-0.0286656799177303,0.735433323223885,0.912858718967692,stable
ZFAND1,-0.0286810586752775,0.849919371258049,0.955668180397427,stable
DPP4,-0.0286812125878116,0.642644565011793,0.867676319558337,stable
TBC1D22B,-0.0287218117398714,0.228842748074671,0.55112560610958,stable
TTC39A,-0.0287238304475923,0.148974305460843,0.447253844115297,stable
C20orf96,-0.0287652134589015,0.23139264485199,0.553964686774525,stable
SNX2,-0.028768409128455,0.895532298609796,0.971559378752686,stable
ZNF529,-0.028768643776077,0.240082969886391,0.563858089678506,stable
SHISA4,-0.0287853018681288,0.76216974828899,0.923361850736241,stable
MTMR6,-0.0288028586291743,0.0527447751578352,0.25383942186196,stable
UVSSA,-0.028811086868562,0.309709604535094,0.637999697646948,stable
GMFG,-0.0288142170017629,0.014355248693152,0.114392803145431,stable
ZNF134,-0.0288160969556292,0.294888946594093,0.622900031651322,stable
REEP1,-0.0288419868573273,0.743832766013198,0.91612183864828,stable
ZNF471,-0.0288572672261414,0.11128089192164,0.386533065382426,stable
POLDIP3,-0.0288834705968885,0.690438471187997,0.891227019197684,stable
C11orf57,-0.0289273011212964,0.788882151980709,0.932826370505252,stable
P4HA1,-0.0289455139615243,0.612778680417076,0.854896894478239,stable
OPHN1,-0.0289491249721105,0.533020794606093,0.811349483783577,stable
FLVCR1,-0.0289536727007276,0.411645540821411,0.724543569618564,stable
GLIS3,-0.0289858887311979,0.231488990290888,0.554086825399611,stable
GPAM,-0.0290543432001423,0.186437590635316,0.499970921394647,stable
STK11IP,-0.0290566654308392,0.436745343464294,0.74340384814236,stable
TBC1D8B,-0.0290596596825576,0.605905821693473,0.851109509032159,stable
RSAD2,-0.0290861201197508,0.445232734689709,0.749933430544948,stable
TSC2,-0.0291217795814029,0.831214732749888,0.949799483577848,stable
KCTD14,-0.0291450551020972,0.229534028230881,0.551892989987075,stable
DNASE1L1,-0.0291521896992851,0.564639720034357,0.828988222159497,stable
DOCK6,-0.0291627858007252,0.220809226060981,0.541241624096537,stable
GPSM1,-0.0291728323872449,0.267331787388811,0.593294075715472,stable
SRPK2,-0.0292085966682855,0.750921156736376,0.91868075099882,stable
SNTB1,-0.0292145073476843,0.4385491776211,0.744662473571375,stable
CIR1,-0.0292215844971411,0.49180493109088,0.784526096522891,stable
IPO13,-0.0292232327612295,0.532524273537916,0.811162208065731,stable
LIN9,-0.0292246968665482,0.179868944053638,0.491847893458723,stable
PCSK1N,-0.0292294838549084,0.409214510233135,0.723284871759666,stable
MARVELD2,-0.029241382036296,0.681800563271768,0.887169287807881,stable
EXOSC2,-0.0292578758510492,0.345014101835664,0.670075052564213,stable
ZDHHC11B,-0.0292590300465208,0.170439535113182,0.480168904637828,stable
NUP54,-0.0292843127667776,0.767540631523061,0.92502252984468,stable
SFXN4,-0.0292944973428511,0.282795856216836,0.610737176202095,stable
LDAF1,-0.0293092378338101,0.617073172448535,0.857311339295479,stable
ADRBK1,-0.0293430559146595,0.586921759483044,0.839366375506305,stable
INTS2,-0.0293573416640036,0.435184374615159,0.742130002020139,stable
STAMBP,-0.0293631472883549,0.79085046700779,0.93341277480962,stable
PARP2,-0.029387838837561,0.701670652125064,0.896952545720491,stable
SCARA3,-0.0294029788589417,0.72371620102446,0.908382641423833,stable
AMBRA1,-0.029404851723412,0.58266862026831,0.838239846297068,stable
RMND5B,-0.0294135643118519,0.786173870636146,0.932394430450785,stable
INIP,-0.0294191610275602,0.667432318937299,0.880504554488786,stable
SLCO4C1,-0.0294220745769094,0.0930662230926611,0.350874555386473,stable
RNF19B,-0.0294305071825385,0.627257450109133,0.860941086049464,stable
RASGEF1B,-0.0294395511492929,0.481831204159828,0.778264355133422,stable
ACCS,-0.0294546199608785,0.488154370989594,0.783289801288813,stable
PRKAR1B,-0.029470424763367,0.668103881570472,0.880693924875464,stable
WDR47,-0.02947117963973,0.452264136224894,0.756200560851057,stable
IRAK4,-0.0294737085245618,0.0692600866829214,0.298742166412149,stable
STAG1,-0.0294795181065381,0.00858516602380385,0.0818604286076273,stable
DUS3L,-0.0294828539860368,0.462711291552161,0.764169078723499,stable
IL18BP,-0.0295002324746928,0.553829769664468,0.824104090612106,stable
NDNL2,-0.0295074372139325,0.647769367344848,0.870703520692542,stable
NR3C2,-0.0295110341571697,0.288212593263661,0.615605580998601,stable
TRAM1,-0.0295278814330457,0.79870116345391,0.937352050303914,stable
CAPN9,-0.0295408299357935,0.359845386127756,0.68230935705416,stable
SGK3,-0.0295433633330132,0.472360959975731,0.771619416896314,stable
GRK6,-0.0295436361117701,0.56019613621805,0.827558373365457,stable
MED14,-0.0295450098544797,0.68561925060016,0.888988383635464,stable
ZNF611,-0.0295479020574885,0.577313487580654,0.83525625188613,stable
SEPT1,-0.029551338600537,0.318158393958581,0.645933932527769,stable
ZNF275,-0.0295662447738461,0.0807992968698253,0.326185800837762,stable
OTUD3,-0.0295776669005883,0.640786172427591,0.866923130131708,stable
ZBTB22,-0.0295777929244526,0.145058315365311,0.441418543711693,stable
STIP1,-0.0296058564314867,0.57653999760436,0.834883766314422,stable
RCCD1,-0.0296069539799546,0.20079550593442,0.518149945778876,stable
NCOA4,-0.0296177392636625,0.413285100720451,0.726070289049554,stable
FHIT,-0.0296307703404657,0.648693736584075,0.870703520692542,stable
SLMO1,-0.0296559381310318,0.237240306850211,0.559850484736868,stable
SBF1,-0.0296849847875983,0.651725596434452,0.872317280444274,stable
CDK2,-0.0296955830183625,0.609529976095481,0.852705240918428,stable
GNA13,-0.029699621492974,0.59011996482391,0.841578765259792,stable
C6orf89,-0.0297031829068625,0.896762241665224,0.971980870089963,stable
LEPRE1,-0.0297276705585911,0.204827810659702,0.522515235489237,stable
CCDC183,-0.0297294252583331,0.36684323611972,0.687880306538957,stable
CSNK2A2,-0.0297511876672084,0.462232053773144,0.763995144905409,stable
RIOK1,-0.0297695278836554,0.571325385072616,0.832703172424902,stable
WDR75,-0.0297837580896304,0.599530988967823,0.846657440982286,stable
RAB7L1,-0.0297841140411764,0.441438808490997,0.746661056021667,stable
NAA60,-0.029788892154523,0.78163758734977,0.929811003091046,stable
DFFB,-0.0298209242021196,0.0368316677304283,0.207214785089964,stable
LEO1,-0.0298253049142144,0.695923529100376,0.894031294512192,stable
FAM13A-AS1,-0.029857944920666,0.118712850037727,0.400758320591322,stable
ZSCAN30,-0.0298594250446445,0.532203090750008,0.811077244898155,stable
PCGF6,-0.0298603538080955,0.250575558411936,0.575542207070182,stable
ACAD10,-0.0298882020637748,0.53539919365626,0.812456458185709,stable
HIRA,-0.0298932178369265,0.41703094008369,0.729197428927281,stable
WIZ,-0.0299126935839277,0.437659935172543,0.744051890369722,stable
KIAA1143,-0.0299301444223108,0.783499141672281,0.930576516498442,stable
GTPBP6,-0.029964823077938,0.721456328970088,0.907570829082903,stable
FKBP5,-0.0299870048944795,0.51353691534907,0.798107548993062,stable
ARHGAP1,-0.0299871108970825,0.737329274630587,0.913329473140678,stable
RPUSD2,-0.0300052888928422,0.418224866537329,0.730340109793187,stable
THOP1,-0.0300698321647205,0.555693180794848,0.824968841636656,stable
PIGU,-0.0300706149054572,0.692845122015967,0.892755406289541,stable
TMEM5,-0.0300707982954751,0.657265821629064,0.876163293739768,stable
SLC26A5,-0.0300889661401299,0.211202328640107,0.530348657620516,stable
ADPRS,-0.0300918204598255,0.680315046943162,0.88663744332569,stable
IPP,-0.0300924136255721,0.576987411037167,0.834883766314422,stable
NPRL2,-0.0300980904410047,0.719216304368106,0.906762845523526,stable
ENKD1,-0.0300995634524899,0.505289882416977,0.792545881435423,stable
FAM129A,-0.0301011267027771,0.251431942714219,0.576318032578026,stable
EVC2,-0.0301156914798688,0.114793042517082,0.394005120285525,stable
CNTN4,-0.0301265372358698,0.559580115937726,0.827223042353702,stable
SLC4A8,-0.0301269279934117,0.0243860968030593,0.161832598979694,stable
EDC4,-0.0301281488095292,0.407329292962547,0.721831440587732,stable
MIPOL1,-0.0301364461369444,0.592205994299281,0.841758845850513,stable
DHX58,-0.0301425938204694,0.437970914422267,0.744165479902775,stable
SH3BP5,-0.0301494019253606,0.675129936184198,0.884565982707048,stable
ZNF516,-0.0301693668700177,0.437783414537176,0.744085714585991,stable
VPS37A,-0.0301750611752341,0.545810657860729,0.819352754720563,stable
UBXN11,-0.0301867781977685,0.69845429967257,0.895705412639573,stable
SLC17A5,-0.0302007257856511,0.81636191486404,0.945379245048496,stable
CARD8,-0.0302084242098659,0.433440268839223,0.741238646655102,stable
ZNRF1,-0.030225386383835,0.425923166198856,0.736202954355937,stable
ASB16-AS1,-0.0302264587728409,0.216614747956497,0.536881321780255,stable
UAP1,-0.0302713510853507,0.536975129664148,0.813685566102635,stable
TMEM220,-0.0302979669039664,0.48918751837178,0.783446934782067,stable
LRP5L,-0.0303104899479561,0.225008527627653,0.54616843560771,stable
FRMD8,-0.0303140533044782,0.24509477745306,0.57034809815081,stable
SLC35F2,-0.0303320399342318,0.0399772412735078,0.218747447326482,stable
GNE,-0.0303377750247699,0.406893099121486,0.721476826756751,stable
KHSRP,-0.0303515804670038,0.82414240641555,0.947155054261989,stable
TMPRSS13,-0.0303523213722656,0.649384359800425,0.870784819460333,stable
OTUD6B,-0.0303567274973832,0.405016359965027,0.719401334526662,stable
RUVBL2,-0.030366115624651,0.841095488583424,0.952151274924991,stable
DNTTIP1,-0.0303965162877752,0.572145860082644,0.833547160160415,stable
DXO,-0.0304022258038283,0.572374450547209,0.833547160160415,stable
ZNF211,-0.0304177972520918,0.245708234508207,0.571123304549975,stable
FAM162A,-0.030438855240579,0.272799204915517,0.600521786581538,stable
ADCK1,-0.0304422940876132,0.0321494082125478,0.190099429092002,stable
ZBTB49,-0.0304469608636714,0.0552618598915256,0.260919650565473,stable
TCF7,-0.0304622004566677,0.0878405368001846,0.340336837351967,stable
DMPK,-0.0304630967106057,0.622966550658901,0.859593985241495,stable
CMPK2,-0.0304646689164646,0.318548435151637,0.646189192050051,stable
LMBR1,-0.0304669056290118,0.424080849464164,0.735209800574379,stable
ARMCX4,-0.0304795539168116,0.45884373048551,0.761976057798516,stable
PRPF31,-0.030483083540056,0.788053803546072,0.932826370505252,stable
GLTSCR1,-0.0305312206031692,0.1531651935856,0.453998866728994,stable
ERI1,-0.0305443895548931,0.421333910864692,0.732838037337791,stable
NUP214,-0.0305653437099572,0.748343633419862,0.917432089470966,stable
TRAF2,-0.0305666299941441,0.54373502749048,0.818739059764005,stable
APAF1,-0.0306260557571803,0.658232126645241,0.876576054610992,stable
TRIM28,-0.0306943763732804,0.766747520032994,0.924531100254353,stable
CHUK,-0.0307053811525731,0.650691862891837,0.871567733461113,stable
SCD,-0.0307288639433865,0.676012251351244,0.88484567518124,stable
CRY1,-0.0307420771627394,0.760446342139583,0.922886401493204,stable
OGFOD2,-0.0307541940393961,0.332174927565122,0.657924414399173,stable
ZBED6,-0.0307636560196328,0.3660522382124,0.68785555441397,stable
TMTC4,-0.0307864798813124,0.413713166480953,0.726286551639015,stable
RFWD3,-0.0308008598311499,0.364496236642566,0.686515282196921,stable
NBEA,-0.0308012412627625,0.403581348229938,0.71841829048533,stable
ATP6V0A2,-0.0308016195177278,0.674183157734182,0.884060815290993,stable
RIPK2,-0.0308042999693095,0.767998059330249,0.92505549508342,stable
ZDHHC1,-0.0308046335363806,0.158248614436741,0.461474033353912,stable
RNF139,-0.0308132294854479,0.56870881802043,0.831348884346505,stable
TIMM21,-0.0308234463139292,0.562412781459991,0.828006002717924,stable
GBA1,-0.0308454091046733,0.756970056795736,0.921190055678661,stable
GPR89B,-0.0308502628104965,0.189934681933741,0.50561009406752,stable
TBC1D15,-0.0308570659798285,0.845703892683927,0.953878128710291,stable
PIK3CD,-0.0308650675594513,0.362173125089175,0.684210177600998,stable
ARRDC1,-0.0308670315736618,0.909297551662941,0.975496167780717,stable
DISP1,-0.0309009245493515,0.256032449033868,0.581736181596655,stable
GTPBP1,-0.0309065598194107,0.356687509852179,0.679361346584739,stable
FCF1,-0.0309272427566703,0.264570278710173,0.589735063266439,stable
IGSF8,-0.0309406032721031,0.879583544196042,0.967816885579058,stable
MFSD3,-0.0309438936536171,0.757962821655228,0.921627991509855,stable
MBD5,-0.0309449945612713,0.564475516907538,0.828846692934264,stable
SFI1,-0.0309523156648164,0.720041580253528,0.906839921390802,stable
CHMP4C,-0.0309539882206702,0.267322701571912,0.593294075715472,stable
DCAF4,-0.0309671630149619,0.417088857835885,0.729197428927281,stable
C20orf112,-0.0309773207956285,0.24647726007573,0.572095011509274,stable
ZDHHC8,-0.0309781378830459,0.763365421769613,0.923979755628972,stable
ETFDH,-0.0310105447561519,0.661364374847388,0.878010021436992,stable
NGLY1,-0.0310166388133511,0.640393537500321,0.866796390195918,stable
PABPC1,-0.0310296217591755,0.00106107159586447,0.0176469920923092,stable
KIAA0825,-0.0310343420563527,0.0633970699678119,0.282979420264672,stable
PLK2,-0.031035812527428,0.273199804248022,0.600646476102125,stable
FRAS1,-0.0310649417813541,0.407580874524312,0.722067914519594,stable
RBM43,-0.0310854094652975,0.52562036818866,0.80751810298762,stable
ULK2,-0.0311051449776008,0.330231765962884,0.656245158834195,stable
MYO18A,-0.0311067304341919,0.410911325684151,0.723959554153446,stable
IQCK,-0.0311277276833968,0.426842848640514,0.736758963821186,stable
TTPAL,-0.0311433433291846,0.404021939872731,0.718679306316104,stable
SH3GLB2,-0.0311659631579475,0.805838743302681,0.940747075062875,stable
DDA1,-0.0311713912763568,0.777667603172239,0.928975743298881,stable
SSRP1,-0.0311763755742462,0.593993787462393,0.842762028341987,stable
BTN3A3,-0.031181487006256,0.524731501131175,0.806792416926801,stable
ZBTB21,-0.0312054310853786,0.454233631923585,0.758435542250414,stable
MPPE1,-0.0312096366601936,0.849941791171483,0.955668180397427,stable
RNF149,-0.0312176663353265,0.892447164247365,0.971559378752686,stable
ZNF138,-0.0312293510462772,0.295959909714418,0.623821008045813,stable
SLC33A1,-0.0312576933034272,0.0213860989027183,0.149812993115661,stable
ALDH16A1,-0.0313030632608212,0.0810032402288365,0.326362428660942,stable
YOD1,-0.0313063770178864,0.430291043072646,0.738557927963496,stable
MTO1,-0.0313114667145447,0.515343983580725,0.79903484351439,stable
DNMT3A,-0.0313170766199834,0.388140517886066,0.70553917531417,stable
AP5S1,-0.0313259890584006,0.0175611917740224,0.130656965297442,stable
DLG5,-0.031362955130101,0.162718587216254,0.467357145237663,stable
ELL,-0.0313833412554361,0.480646837345238,0.776967328710419,stable
TLE3,-0.0314137535186634,0.0466508269206365,0.236917203272896,stable
FAM47E,-0.0314310178049148,0.16903583888704,0.477922973379339,stable
PALM3,-0.0314394811230673,0.355638873746217,0.678316366464933,stable
ZNF646,-0.0314573338270506,0.234026257620913,0.55698924204676,stable
ZNF680,-0.0314578164584016,0.521777544158638,0.804266682588762,stable
PDCL,-0.0314639619921088,0.591594621794243,0.841658493996066,stable
FBXO4,-0.0314765898725025,0.321849285000154,0.648189617972734,stable
ACTL6A,-0.031477565410355,0.30897272893184,0.637340978478368,stable
BTN3A1,-0.0315015290953974,0.483749157683409,0.780315692403425,stable
