"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","focal_group"
"GO:0010975","regulation of neuron projection development","15/428","268/10170",0.0559701492537313,1.32994490165992,1.14731931133984,0.159479919348708,0.777979358952982,0.755110304030903,"CUX1/ABI2/RUFY3/CFLAR/TRAK1/MACF1/PTPN1/NEDD4L/GAK/VEGFA/SYNE1/ULK1/COBL/ITGA3/RAB17",15,"6"
"GO:0010562","positive regulation of phosphorus metabolic process","17/428","310/10170",0.0548387096774194,1.30305999397046,1.13581590337124,0.159809932203184,0.777979358952982,0.755110304030903,"AKAP9/IL6R/PRKAA1/PARP14/RAF1/RICTOR/PTPN1/PILRB/NEDD9/VEGFA/ARHGEF2/CACUL1/SLCO3A1/PLCG2/EGFR/ZBTB20/LIMCH1",17,"6"
"GO:0045937","positive regulation of phosphate metabolic process","17/428","310/10170",0.0548387096774194,1.30305999397046,1.13581590337124,0.159809932203184,0.777979358952982,0.755110304030903,"AKAP9/IL6R/PRKAA1/PARP14/RAF1/RICTOR/PTPN1/PILRB/NEDD9/VEGFA/ARHGEF2/CACUL1/SLCO3A1/PLCG2/EGFR/ZBTB20/LIMCH1",17,"6"
"GO:0000768","syncytium formation by plasma membrane fusion","3/428","33/10170",0.0909090909090909,2.16015293118097,1.39911828977265,0.160299130255703,0.777979358952982,0.755110304030903,"CFLAR/DOCK5/DOCK1",3,"6"
"GO:0008347","glial cell migration","3/428","33/10170",0.0909090909090909,2.16015293118097,1.39911828977265,0.160299130255703,0.777979358952982,0.755110304030903,"NF1/SRGAP2/SYNE2",3,"6"
"GO:0033138","positive regulation of peptidyl-serine phosphorylation","3/428","33/10170",0.0909090909090909,2.16015293118097,1.39911828977265,0.160299130255703,0.777979358952982,0.755110304030903,"AKAP9/RAF1/EGFR",3,"6"
"GO:0140253","cell-cell fusion","3/428","33/10170",0.0909090909090909,2.16015293118097,1.39911828977265,0.160299130255703,0.777979358952982,0.755110304030903,"CFLAR/DOCK5/DOCK1",3,"6"
"GO:0016052","carbohydrate catabolic process","8/428","126/10170",0.0634920634920635,1.5086782376502,1.20423715905619,0.161265000264838,0.781615041606192,0.758639114149105,"PRKAA1/RB1CC1/OGT/FLCN/GK5/STAT3/ENOSF1/ZBTB20",8,"6"
"GO:0006096","glycolytic process","5/428","69/10170",0.072463768115942,1.72186103210077,1.26105173355403,0.164321594364035,0.790058225702279,0.766834107032163,"PRKAA1/OGT/FLCN/STAT3/ZBTB20",5,"6"
"GO:0030278","regulation of ossification","5/428","69/10170",0.072463768115942,1.72186103210077,1.26105173355403,0.164321594364035,0.790058225702279,0.766834107032163,"SMAD2/NIPBL/RBPJ/SETD2/PKDCC",5,"6"
"GO:0042303","molting cycle","5/428","69/10170",0.072463768115942,1.72186103210077,1.26105173355403,0.164321594364035,0.790058225702279,0.766834107032163,"NF1/NIPBL/RBPJ/EGFR/LAMA5",5,"6"
"GO:0042633","hair cycle","5/428","69/10170",0.072463768115942,1.72186103210077,1.26105173355403,0.164321594364035,0.790058225702279,0.766834107032163,"NF1/NIPBL/RBPJ/EGFR/LAMA5",5,"6"
"GO:0043367","CD4-positive, alpha-beta T cell differentiation","5/428","69/10170",0.072463768115942,1.72186103210077,1.26105173355403,0.164321594364035,0.790058225702279,0.766834107032163,"IL6R/RC3H1/NFKBIZ/KMT2A/STAT3",5,"6"
"GO:0048593","camera-type eye morphogenesis","5/428","69/10170",0.072463768115942,1.72186103210077,1.26105173355403,0.164321594364035,0.790058225702279,0.766834107032163,"ABI2/AHI1/NF1/VEGFA/STAT3",5,"6"
"GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","11/428","187/10170",0.0588235294117647,1.39774601429357,1.15062299654559,0.165021639595856,0.791005973127884,0.767753994993786,"IL6R/PRKAA1/STX7/RC3H1/CD46/NFKBIZ/DENND1B/UNC13D/EMP2/STAT3/C1RL",11,"6"
"GO:0050954","sensory perception of mechanical stimulus","6/428","88/10170",0.0681818181818182,1.62011469838573,1.22455123458576,0.165521312929941,0.791005973127884,0.767753994993786,"NAV2/NIPBL/MYO6/EPS8L2/ROR1/COL4A3",6,"6"
"GO:0060041","retina development in camera-type eye","6/428","88/10170",0.0681818181818182,1.62011469838573,1.22455123458576,0.165521312929941,0.791005973127884,0.767753994993786,"COL4A1/LPCAT1/AHI1/ATP2B4/SCAPER/STAT3",6,"6"
"GO:1903432","regulation of TORC1 signaling","6/428","88/10170",0.0681818181818182,1.62011469838573,1.22455123458576,0.165521312929941,0.791005973127884,0.767753994993786,"CSNK1A1/PRKAA1/OGT/FLCN/OTUD7B/SESN1",6,"6"
"GO:0008285","negative regulation of cell population proliferation","23/428","440/10170",0.0522727272727273,1.24208793542906,1.08812806149015,0.165906702885289,0.791005973127884,0.767753994993786,"SMAD2/CDK10/RC3H1/MDM4/TNFRSF14/STK3/RB1CC1/RBM5/RAF1/KMT2A/PTPN1/FLCN/DLG1/NF1/WDR6/RBPJ/CELF1/ULK1/STAT3/SCGB1A1/WWC2/PAWR/COL4A3",23,"6"
"GO:0015807","L-amino acid transport","4/428","51/10170",0.0784313725490196,1.86366135239142,1.2959752917466,0.166151537342228,0.791005973127884,0.767753994993786,"SLC38A2/NF1/SERINC5/SLC7A6",4,"6"
"GO:0071709","membrane assembly","4/428","51/10170",0.0784313725490196,1.86366135239142,1.2959752917466,0.166151537342228,0.791005973127884,0.767753994993786,"ANKLE2/EMP2/SPTBN1/STX2",4,"6"
"GO:0071824","protein-DNA complex organization","10/428","167/10170",0.0598802395209581,1.42285522413118,1.15483981144055,0.166273579487226,0.791005973127884,0.767753994993786,"ATRX/CHD2/BDP1/BAZ2A/SENP6/POGZ/NFKBIZ/MED15/TAF1C/SETD2",10,"6"
"GO:0002573","myeloid leukocyte differentiation","9/428","147/10170",0.0612244897959184,1.45479687201984,1.16416413817512,0.166794317850849,0.792437826311147,0.769143758205494,"ZFP36L1/CFLAR/NF1/QKI/RBPJ/NEDD9/VEGFA/VPS13A/ITGB6",9,"6"
"GO:0048880","sensory system development","13/428","229/10170",0.0567685589519651,1.34891645920908,1.11933763590171,0.16848240754096,0.794193567041908,0.770847888143838,"COL4A1/ABI2/LPCAT1/AHI1/ATP2B4/SCAPER/DLG1/NF1/PXDN/NIPBL/VEGFA/STAT3/EGFR",13,"6"
"GO:0007411","axon guidance","7/428","108/10170",0.0648148148148148,1.54010903426791,1.18273679646248,0.169607610022579,0.794193567041908,0.770847888143838,"KIFC2/USP33/TRIO/VEGFA/SEMA3B/APBB2/NKX2-1",7,"6"
"GO:0017015","regulation of transforming growth factor beta receptor signaling pathway","7/428","108/10170",0.0648148148148148,1.54010903426791,1.18273679646248,0.169607610022579,0.794193567041908,0.770847888143838,"SMAD2/ZNF451/OGT/FLCN/ITGA3/NPNT/NKX2-1",7,"6"
"GO:0006281","DNA repair","25/428","485/10170",0.0515463917525773,1.22482898159746,1.06343339807734,0.17053208490683,0.794193567041908,0.770847888143838,"ATRX/XPC/KDM2A/XPA/REV1/FUS/UBR5/ASCC2/POGZ/SMCHD1/HERC2/DOT1L/TRIP12/SFPQ/EPC1/BOD1L1/NIPBL/KAT2A/SMC5/PRKDC/NABP1/SETD2/OTUD4/EGFR/MLH3",25,"6"
"GO:0032259","methylation","10/428","168/10170",0.0595238095238095,1.41438584779706,1.13514953655813,0.170646672251243,0.794193567041908,0.770847888143838,"NSD1/ASH1L/TARBP1/KMT2C/KMT2B/KMT2A/DOT1L/WDR6/SETD2/SETD5",10,"6"
"GO:0048863","stem cell differentiation","10/428","168/10170",0.0595238095238095,1.41438584779706,1.13514953655813,0.170646672251243,0.794193567041908,0.770847888143838,"CHD2/CDK12/CDK13/N4BP2L2/RBPJ/PRKDC/SETD2/STAT3/SEMA3B/LAMA5",10,"6"
"GO:0070266","necroptotic process","3/428","34/10170",0.0882352941176471,2.09661902144035,1.3424523448885,0.170682216747784,0.794193567041908,0.770847888143838,"CFLAR/OGT/ARHGEF2",3,"6"
"GO:0141084","inflammasome-mediated signaling pathway","3/428","34/10170",0.0882352941176471,2.09661902144035,1.3424523448885,0.170682216747784,0.794193567041908,0.770847888143838,"CSNK1A1/OGT/PLCG2",3,"6"
"GO:0046032","ADP catabolic process","5/428","70/10170",0.0714285714285714,1.69726301735648,1.22693600049504,0.171302258241384,0.794193567041908,0.770847888143838,"PRKAA1/OGT/FLCN/STAT3/ZBTB20",5,"6"
"GO:0048738","cardiac muscle tissue development","8/428","128/10170",0.0625,1.48510514018692,1.15762446981837,0.171305176416488,0.794193567041908,0.770847888143838,"ALPK3/AKAP13/MEF2A/KAT2A/RBPJ/VEGFA/SYNE1/NEBL",8,"6"
"GO:0003018","vascular process in circulatory system","9/428","148/10170",0.0608108108108108,1.44496716342511,1.14292719689722,0.171480804192727,0.794193567041908,0.770847888143838,"SLC38A2/DOCK4/DOCK5/ATP2B4/VEGFA/SLCO3A1/EGFR/SLC19A1/ABCC3",9,"6"
"GO:0021782","glial cell development","6/428","89/10170",0.0674157303370786,1.60191116244881,1.19539803857533,0.171661801637949,0.794193567041908,0.770847888143838,"RAF1/NF1/EGFR/ROR1/MYRF/WASF3",6,"6"
"GO:0071326","cellular response to monosaccharide stimulus","6/428","89/10170",0.0674157303370786,1.60191116244881,1.19539803857533,0.171661801637949,0.794193567041908,0.770847888143838,"SMAD2/PRKAA1/OGT/RAF1/UNC13B/ZBTB20",6,"6"
"GO:0071331","cellular response to hexose stimulus","6/428","89/10170",0.0674157303370786,1.60191116244881,1.19539803857533,0.171661801637949,0.794193567041908,0.770847888143838,"SMAD2/PRKAA1/OGT/RAF1/UNC13B/ZBTB20",6,"6"
"GO:0006958","complement activation, classical pathway","2/428","18/10170",0.111111111111111,2.64018691588785,1.45979118453209,0.173991380466752,0.794193567041908,0.770847888143838,"CD46/C1RL",2,"6"
"GO:0014829","vascular associated smooth muscle contraction","2/428","18/10170",0.111111111111111,2.64018691588785,1.45979118453209,0.173991380466752,0.794193567041908,0.770847888143838,"DOCK4/DOCK5",2,"6"
"GO:0021884","forebrain neuron development","2/428","18/10170",0.111111111111111,2.64018691588785,1.45979118453209,0.173991380466752,0.794193567041908,0.770847888143838,"SECISBP2/PLXNA1",2,"6"
"GO:0034315","regulation of Arp2/3 complex-mediated actin nucleation","2/428","18/10170",0.111111111111111,2.64018691588785,1.45979118453209,0.173991380466752,0.794193567041908,0.770847888143838,"ABI2/WASF3",2,"6"
"GO:0043268","positive regulation of potassium ion transport","2/428","18/10170",0.111111111111111,2.64018691588785,1.45979118453209,0.173991380466752,0.794193567041908,0.770847888143838,"AKAP9/DLG1",2,"6"
"GO:0045980","negative regulation of nucleotide metabolic process","2/428","18/10170",0.111111111111111,2.64018691588785,1.45979118453209,0.173991380466752,0.794193567041908,0.770847888143838,"FLCN/STAT3",2,"6"
"GO:0051894","positive regulation of focal adhesion assembly","2/428","18/10170",0.111111111111111,2.64018691588785,1.45979118453209,0.173991380466752,0.794193567041908,0.770847888143838,"EPB41L5/VEGFA",2,"6"
"GO:0060669","embryonic placenta morphogenesis","2/428","18/10170",0.111111111111111,2.64018691588785,1.45979118453209,0.173991380466752,0.794193567041908,0.770847888143838,"ZFP36L1/SETD2",2,"6"
"GO:0061709","reticulophagy","2/428","18/10170",0.111111111111111,2.64018691588785,1.45979118453209,0.173991380466752,0.794193567041908,0.770847888143838,"RB1CC1/ULK1",2,"6"
"GO:0071378","cellular response to growth hormone stimulus","2/428","18/10170",0.111111111111111,2.64018691588785,1.45979118453209,0.173991380466752,0.794193567041908,0.770847888143838,"PTPN1/STAT3",2,"6"
"GO:0071474","cellular hyperosmotic response","2/428","18/10170",0.111111111111111,2.64018691588785,1.45979118453209,0.173991380466752,0.794193567041908,0.770847888143838,"NFAT5/ARHGEF2",2,"6"
"GO:0090594","inflammatory response to wounding","2/428","18/10170",0.111111111111111,2.64018691588785,1.45979118453209,0.173991380466752,0.794193567041908,0.770847888143838,"NFKBIZ/STAT3",2,"6"
"GO:0098901","regulation of cardiac muscle cell action potential","2/428","18/10170",0.111111111111111,2.64018691588785,1.45979118453209,0.173991380466752,0.794193567041908,0.770847888143838,"AKAP9/DLG1",2,"6"
"GO:1900543","negative regulation of purine nucleotide metabolic process","2/428","18/10170",0.111111111111111,2.64018691588785,1.45979118453209,0.173991380466752,0.794193567041908,0.770847888143838,"FLCN/STAT3",2,"6"
"GO:1905146","lysosomal protein catabolic process","2/428","18/10170",0.111111111111111,2.64018691588785,1.45979118453209,0.173991380466752,0.794193567041908,0.770847888143838,"USP8/VPS13A",2,"6"
"GO:1905207","regulation of cardiocyte differentiation","2/428","18/10170",0.111111111111111,2.64018691588785,1.45979118453209,0.173991380466752,0.794193567041908,0.770847888143838,"KAT2A/EGFR",2,"6"
"GO:2000677","regulation of transcription regulatory region DNA binding","2/428","18/10170",0.111111111111111,2.64018691588785,1.45979118453209,0.173991380466752,0.794193567041908,0.770847888143838,"NSD1/DOT1L",2,"6"
"GO:0035418","protein localization to synapse","4/428","52/10170",0.0769230769230769,1.82782171099928,1.25437702849765,0.174450591030499,0.794278827343407,0.770930642180234,"EPB41L3/OGT/DLG1/HOMER1",4,"6"
"GO:0045185","maintenance of protein location","4/428","52/10170",0.0769230769230769,1.82782171099928,1.25437702849765,0.174450591030499,0.794278827343407,0.770930642180234,"VPS13D/VPS13C/SYNE1/VPS13A",4,"6"
"GO:0070371","ERK1 and ERK2 cascade","10/428","169/10170",0.0591715976331361,1.40601670076868,1.115584527156,0.175074195008614,0.795616037931831,0.77222854485896,"GCNT2/ZFP36L1/CFLAR/PTPN1/FLCN/DLG1/NF1/VEGFA/EGFR/NPNT",10,"6"
"GO:0016125","sterol metabolic process","7/428","109/10170",0.0642201834862385,1.52597959358656,1.15717359518681,0.175185561319433,0.795616037931831,0.77222854485896,"PRKAA1/MBTPS1/QKI/ABCA1/ABCA5/LCAT/ACADL",7,"6"
"GO:0000209","protein polyubiquitination","13/428","231/10170",0.0562770562770563,1.33723752882631,1.08669454868944,0.175998729120006,0.797300775385355,0.773863758693495,"TTC3/RC3H1/TCF25/WSB1/UBR5/PPIL2/NHLRC3/FBXO9/UBR2/TRIP12/NEDD4L/NPEPPS/RNF213",13,"6"
"GO:0032956","regulation of actin cytoskeleton organization","13/428","231/10170",0.0562770562770563,1.33723752882631,1.08669454868944,0.175998729120006,0.797300775385355,0.773863758693495,"CDK10/ABI2/AKAP13/RICTOR/DLG1/NEDD9/ARAP2/SPTBN1/LIMCH1/WASF3/PLEKHH2/PHLDB2/ARHGEF26",13,"6"
"GO:0001101","response to acid chemical","6/428","90/10170",0.0666666666666667,1.58411214953271,1.16660591444219,0.177895448690074,0.802602166034,0.779009312567665,"COL4A1/ATP2B4/UBR2/VEGFA/EGFR/SESN1",6,"6"
"GO:0050852","T cell receptor signaling pathway","6/428","90/10170",0.0666666666666667,1.58411214953271,1.16660591444219,0.177895448690074,0.802602166034,0.779009312567665,"RC3H1/NFKBIZ/UBR2/DENND1B/PLCG2/PAWR",6,"6"
"GO:0001936","regulation of endothelial cell proliferation","5/428","71/10170",0.0704225352112676,1.67335790443596,1.19336390105587,0.178395915462923,0.802602166034,0.779009312567665,"RICTOR/NF1/VEGFA/STAT3/COL4A3",5,"6"
"GO:0051960","regulation of nervous system development","14/428","253/10170",0.0553359683794466,1.31487569724059,1.06303164166853,0.180121569063467,0.802602166034,0.779009312567665,"CUX1/AGRN/RUFY3/TRAK1/MACF1/DLG1/NF1/QKI/NUMB/VEGFA/ULK1/EGFR/MYRF/WASF3",14,"6"
"GO:0030041","actin filament polymerization","7/428","110/10170",0.0636363636363636,1.51210705182668,1.13186610317831,0.180841437276755,0.802602166034,0.779009312567665,"TTC17/RICTOR/DLG1/DIAPH2/SPTBN1/COBL/WASF3",7,"6"
"GO:0044703","multi-organism reproductive process","7/428","110/10170",0.0636363636363636,1.51210705182668,1.13186610317831,0.180841437276755,0.802602166034,0.779009312567665,"ASH1L/SLC38A2/EMP2/VEGFA/SCGB1A1/SLC19A1/ITGA3",7,"6"
"GO:1902652","secondary alcohol metabolic process","7/428","110/10170",0.0636363636363636,1.51210705182668,1.13186610317831,0.180841437276755,0.802602166034,0.779009312567665,"PRKAA1/MBTPS1/QKI/ABCA1/ABCA5/LCAT/ACADL",7,"6"
"GO:0006949","syncytium formation","3/428","35/10170",0.0857142857142857,2.03671562082777,1.28771197254788,0.181251675852203,0.802602166034,0.779009312567665,"CFLAR/DOCK5/DOCK1",3,"6"
"GO:0021879","forebrain neuron differentiation","3/428","35/10170",0.0857142857142857,2.03671562082777,1.28771197254788,0.181251675852203,0.802602166034,0.779009312567665,"SECISBP2/PLXNA1/NKX2-1",3,"6"
"GO:0033173","calcineurin-NFAT signaling cascade","3/428","35/10170",0.0857142857142857,2.03671562082777,1.28771197254788,0.181251675852203,0.802602166034,0.779009312567665,"NFAT5/ATP2B4/PLCG2",3,"6"
"GO:0043113","receptor clustering","3/428","35/10170",0.0857142857142857,2.03671562082777,1.28771197254788,0.181251675852203,0.802602166034,0.779009312567665,"AGRN/FARP1/DLG1",3,"6"
"GO:0045839","negative regulation of mitotic nuclear division","3/428","35/10170",0.0857142857142857,2.03671562082777,1.28771197254788,0.181251675852203,0.802602166034,0.779009312567665,"ZNF207/TOM1L2/PRP4K",3,"6"
"GO:0097178","ruffle assembly","3/428","35/10170",0.0857142857142857,2.03671562082777,1.28771197254788,0.181251675852203,0.802602166034,0.779009312567665,"EPS8L2/COBL/ARHGEF26",3,"6"
"GO:0099024","plasma membrane invagination","3/428","35/10170",0.0857142857142857,2.03671562082777,1.28771197254788,0.181251675852203,0.802602166034,0.779009312567665,"ABCA1/DOCK1/PLCG2",3,"6"
"GO:0140115","export across plasma membrane","3/428","35/10170",0.0857142857142857,2.03671562082777,1.28771197254788,0.181251675852203,0.802602166034,0.779009312567665,"DLG1/ABCA1/KCNT2",3,"6"
"GO:1903409","reactive oxygen species biosynthetic process","3/428","35/10170",0.0857142857142857,2.03671562082777,1.28771197254788,0.181251675852203,0.802602166034,0.779009312567665,"CFLAR/PLCG2/DUOX1",3,"6"
"GO:2000027","regulation of animal organ morphogenesis","3/428","35/10170",0.0857142857142857,2.03671562082777,1.28771197254788,0.181251675852203,0.802602166034,0.779009312567665,"AHI1/VEGFA/BTBD7",3,"6"
"GO:0019827","stem cell population maintenance","8/428","130/10170",0.0615384615384615,1.46225736879943,1.11179728263637,0.181620456872919,0.802602166034,0.779009312567665,"OGT/MED15/RAF1/NIPBL/KAT2A/RBPJ/SMC5/STAT3",8,"6"
"GO:0045637","regulation of myeloid cell differentiation","8/428","130/10170",0.0615384615384615,1.46225736879943,1.11179728263637,0.181620456872919,0.802602166034,0.779009312567665,"BRD1/ZFP36L1/NF1/QKI/NEDD9/PRKDC/RCOR1/STAT3",8,"6"
"GO:0098727","maintenance of cell number","8/428","130/10170",0.0615384615384615,1.46225736879943,1.11179728263637,0.181620456872919,0.802602166034,0.779009312567665,"OGT/MED15/RAF1/NIPBL/KAT2A/RBPJ/SMC5/STAT3",8,"6"
"GO:1902373","negative regulation of mRNA catabolic process","4/428","53/10170",0.0754716981132075,1.79333450890496,1.21368323026918,0.182888681513035,0.806127554607237,0.78243107075023,"FUS/LARP4B/QKI/SECISBP2",4,"6"
"GO:0032970","regulation of actin filament-based process","14/428","254/10170",0.0551181102362205,1.3096990212672,1.0476720978044,0.183816001019393,0.806127554607237,0.78243107075023,"AKAP9/CDK10/ABI2/AKAP13/RICTOR/DLG1/NEDD9/ARAP2/SPTBN1/LIMCH1/WASF3/PLEKHH2/PHLDB2/ARHGEF26",14,"6"
"GO:0007043","cell-cell junction assembly","6/428","91/10170",0.0659340659340659,1.56670432371367,1.1381655736081,0.184219457432661,0.806127554607237,0.78243107075023,"EPB41L3/ABI2/PKN2/FLCN/DLG1/HDAC7",6,"6"
"GO:0009137","purine nucleoside diphosphate catabolic process","5/428","72/10170",0.0694444444444444,1.65011682242991,1.16031769297445,0.185598215877724,0.806127554607237,0.78243107075023,"PRKAA1/OGT/FLCN/STAT3/ZBTB20",5,"6"
"GO:0009181","purine ribonucleoside diphosphate catabolic process","5/428","72/10170",0.0694444444444444,1.65011682242991,1.16031769297445,0.185598215877724,0.806127554607237,0.78243107075023,"PRKAA1/OGT/FLCN/STAT3/ZBTB20",5,"6"
"GO:0045445","myoblast differentiation","5/428","72/10170",0.0694444444444444,1.65011682242991,1.16031769297445,0.185598215877724,0.806127554607237,0.78243107075023,"MBNL1/ZFP36L1/DDX5/DDX17/RBPJ",5,"6"
"GO:0050868","negative regulation of T cell activation","5/428","72/10170",0.0694444444444444,1.65011682242991,1.16031769297445,0.185598215877724,0.806127554607237,0.78243107075023,"RC3H1/TNFRSF14/DLG1/SCGB1A1/PAWR",5,"6"
"GO:1902806","regulation of cell cycle G1/S phase transition","8/428","131/10170",0.0610687022900763,1.45109509880859,1.08916950863891,0.186877698584093,0.806127554607237,0.78243107075023,"CDK10/KMT2E/ATP2B4/DLG1/PRKDC/JADE1/PLCG2/EGFR",8,"6"
"GO:0048732","gland development","15/428","276/10170",0.0543478260869565,1.29139577407558,1.02870010168093,0.187133506802146,0.806127554607237,0.78243107075023,"IGF2R/SMAD2/ASH1L/CFLAR/RB1CC1/RAF1/NF1/RBPJ/VEGFA/BTBD7/COBL/EGFR/LAMA5/PLXNA1/NKX2-1",15,"6"
"GO:0002320","lymphoid progenitor cell differentiation","2/428","19/10170",0.105263157894737,2.50122970978849,1.37279751004325,0.189348319121556,0.806127554607237,0.78243107075023,"FLCN/PRKDC",2,"6"
"GO:0002335","mature B cell differentiation","2/428","19/10170",0.105263157894737,2.50122970978849,1.37279751004325,0.189348319121556,0.806127554607237,0.78243107075023,"NFKBIZ/PLCG2",2,"6"
"GO:0006851","mitochondrial calcium ion transmembrane transport","2/428","19/10170",0.105263157894737,2.50122970978849,1.37279751004325,0.189348319121556,0.806127554607237,0.78243107075023,"MICU3/SPG7",2,"6"
"GO:0007140","male meiotic nuclear division","2/428","19/10170",0.105263157894737,2.50122970978849,1.37279751004325,0.189348319121556,0.806127554607237,0.78243107075023,"UBR2/MLH3",2,"6"
"GO:0010743","regulation of macrophage derived foam cell differentiation","2/428","19/10170",0.105263157894737,2.50122970978849,1.37279751004325,0.189348319121556,0.806127554607237,0.78243107075023,"ABCA1/ABCA5",2,"6"
"GO:0014912","negative regulation of smooth muscle cell migration","2/428","19/10170",0.105263157894737,2.50122970978849,1.37279751004325,0.189348319121556,0.806127554607237,0.78243107075023,"PTPN1/NF1",2,"6"
"GO:0030220","platelet formation","2/428","19/10170",0.105263157894737,2.50122970978849,1.37279751004325,0.189348319121556,0.806127554607237,0.78243107075023,"PRKDC/NBEAL2",2,"6"
"GO:0030859","polarized epithelial cell differentiation","2/428","19/10170",0.105263157894737,2.50122970978849,1.37279751004325,0.189348319121556,0.806127554607237,0.78243107075023,"AHI1/MYO9A",2,"6"
"GO:0032878","regulation of establishment or maintenance of cell polarity","2/428","19/10170",0.105263157894737,2.50122970978849,1.37279751004325,0.189348319121556,0.806127554607237,0.78243107075023,"RUFY3/RICTOR",2,"6"
"GO:0034377","plasma lipoprotein particle assembly","2/428","19/10170",0.105263157894737,2.50122970978849,1.37279751004325,0.189348319121556,0.806127554607237,0.78243107075023,"ABCA1/LCAT",2,"6"
"GO:0035025","positive regulation of Rho protein signal transduction","2/428","19/10170",0.105263157894737,2.50122970978849,1.37279751004325,0.189348319121556,0.806127554607237,0.78243107075023,"CSNK1A1/AKAP13",2,"6"
"GO:0038128","ERBB2 signaling pathway","2/428","19/10170",0.105263157894737,2.50122970978849,1.37279751004325,0.189348319121556,0.806127554607237,0.78243107075023,"RAF1/EGFR",2,"6"
"GO:0043373","CD4-positive, alpha-beta T cell lineage commitment","2/428","19/10170",0.105263157894737,2.50122970978849,1.37279751004325,0.189348319121556,0.806127554607237,0.78243107075023,"IL6R/STAT3",2,"6"
"GO:0045124","regulation of bone resorption","2/428","19/10170",0.105263157894737,2.50122970978849,1.37279751004325,0.189348319121556,0.806127554607237,0.78243107075023,"NF1/EGFR",2,"6"
"GO:0060317","cardiac epithelial to mesenchymal transition","2/428","19/10170",0.105263157894737,2.50122970978849,1.37279751004325,0.189348319121556,0.806127554607237,0.78243107075023,"EMP2/RBPJ",2,"6"
"GO:0070723","response to cholesterol","2/428","19/10170",0.105263157894737,2.50122970978849,1.37279751004325,0.189348319121556,0.806127554607237,0.78243107075023,"SMAD2/ABCA1",2,"6"
"GO:0070935","3'-UTR-mediated mRNA stabilization","2/428","19/10170",0.105263157894737,2.50122970978849,1.37279751004325,0.189348319121556,0.806127554607237,0.78243107075023,"LARP4B/QKI",2,"6"
"GO:0099170","postsynaptic modulation of chemical synaptic transmission","2/428","19/10170",0.105263157894737,2.50122970978849,1.37279751004325,0.189348319121556,0.806127554607237,0.78243107075023,"TRIO/USP8",2,"6"
"GO:1901016","regulation of potassium ion transmembrane transporter activity","2/428","19/10170",0.105263157894737,2.50122970978849,1.37279751004325,0.189348319121556,0.806127554607237,0.78243107075023,"AKAP9/NEDD4L",2,"6"
"GO:1901526","positive regulation of mitophagy","2/428","19/10170",0.105263157894737,2.50122970978849,1.37279751004325,0.189348319121556,0.806127554607237,0.78243107075023,"VPS13D/HTT",2,"6"
"GO:1902275","regulation of chromatin organization","2/428","19/10170",0.105263157894737,2.50122970978849,1.37279751004325,0.189348319121556,0.806127554607237,0.78243107075023,"KMT2A/SETD5",2,"6"
"GO:1905144","response to acetylcholine","2/428","19/10170",0.105263157894737,2.50122970978849,1.37279751004325,0.189348319121556,0.806127554607237,0.78243107075023,"AGRN/ATP2B4",2,"6"
"GO:0010256","endomembrane system organization","23/428","449/10170",0.0512249443207127,1.21719084986366,0.986611490639017,0.19061098880499,0.810546256640087,0.786719883039464,"ANKLE2/GOLGA8A/VPS13B/AKAP9/CSNK1A1/EPB41L3/GCC2/KIFC3/TOR1AIP2/EMP2/LYST/GAK/USP8/CC2D1A/SYNE1/ABCA1/HPS4/SPTBN1/HTT/GOLGA8B/STX2/MYRF/HOOK2",23,"6"
"GO:0008652","amino acid biosynthetic process","4/428","54/10170",0.0740740740740741,1.7601246105919,1.1738543375296,0.191458201697878,0.811278819415451,0.787430911800909,"GLS/ATP2B4/SERINC5/MRI1",4,"6"
"GO:0032922","circadian regulation of gene expression","4/428","54/10170",0.0740740740740741,1.7601246105919,1.1738543375296,0.191458201697878,0.811278819415451,0.787430911800909,"KDM2A/CRY2/OGT/KMT2A",4,"6"
"GO:0060021","roof of mouth development","4/428","54/10170",0.0740740740740741,1.7601246105919,1.1738543375296,0.191458201697878,0.811278819415451,0.787430911800909,"SMAD2/DLG1/ITGB6/PKDCC",4,"6"
"GO:0042310","vasoconstriction","3/428","36/10170",0.0833333333333333,1.98014018691589,1.23476963836129,0.191991627943326,0.811366977180742,0.78751647812884,"DOCK4/DOCK5/EGFR",3,"6"
"GO:0015748","organophosphate ester transport","7/428","112/10170",0.0625,1.48510514018692,1.08199690300902,0.192379025371474,0.811366977180742,0.78751647812884,"SLC25A36/ATP11B/ATP11A/ABCA1/ATP9B/SLC19A1/BLTP1",7,"6"
"GO:0016482","cytosolic transport","7/428","112/10170",0.0625,1.48510514018692,1.08199690300902,0.192379025371474,0.811366977180742,0.78751647812884,"VPS13C/GCC2/SRSF10/GAK/SPAG9/VPS13A/VPS53",7,"6"
"GO:0043583","ear development","7/428","112/10170",0.0625,1.48510514018692,1.08199690300902,0.192379025371474,0.811366977180742,0.78751647812884,"IFT88/AHI1/LIN7A/NIPBL/RBPJ/MYO6/ROR1",7,"6"
